# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* JOEDHDHP_03059      K23187  359.47  436.5  2.9e-131 iron-siderophore transport system permease protein
* JOEDHDHP_03060      K23188  467.77  492.4  6.7e-148 iron-siderophore transport system ATP-binding protein [EC:7.2.2.17 7.2.2.-]
* JOEDHDHP_03060      K02013  231.17  337.9  3.1e-101 iron complex transport system ATP-binding protein [EC:7.2.2.-]
* JOEDHDHP_03061      K14205  377.73  510.5  2.5e-153 phosphatidylglycerol lysyltransferase [EC:2.3.2.3]
* JOEDHDHP_03063      K02171   47.57  123.2   3.7e-36 BlaI family transcriptional regulator, penicillinase repressor
* JOEDHDHP_03064      K02172   50.00   92.0   8.3e-27 bla regulator protein blaR1
* JOEDHDHP_03066      K00033  164.43  771.7  2.2e-232 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
* JOEDHDHP_03070      K26110  541.67  807.7  1.3e-243 GMP reductase [EC:1.7.1.7]
* JOEDHDHP_03072      K03699  303.13  488.7  7.6e-147 magnesium and cobalt exporter, CNNM family
* JOEDHDHP_03073      K03699  303.13  351.5  2.7e-105 magnesium and cobalt exporter, CNNM family
* JOEDHDHP_03075      K01638  115.50  425.8    1e-127 malate synthase [EC:2.3.3.9]
* JOEDHDHP_03077      K07098   83.23  294.3   3.9e-88 uncharacterized protein
* JOEDHDHP_03078      K00281  614.13 1703.3         0 glycine cleavage system P protein (glycine dehydrogenase) [EC:1.4.4.2]
* JOEDHDHP_03080      K08999   35.50  199.3   2.2e-59 uncharacterized protein
* JOEDHDHP_03083      K02437   34.87  157.3   1.4e-46 glycine cleavage system H protein
* JOEDHDHP_03087      K08744  155.80  162.0   6.6e-48 cardiolipin synthase (CMP-forming) [EC:2.7.8.41]
* JOEDHDHP_03088      K03574   71.63   73.9   3.9e-21 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
* JOEDHDHP_03089      K01823   38.83  165.6   6.2e-49 isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]
* JOEDHDHP_03091      K18850  103.73  111.0   2.2e-32 50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]
* JOEDHDHP_03092      K00059  264.90  266.0   1.4e-79 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
* JOEDHDHP_03094      K12421 1236.50 1653.0         0 fatty acid CoA ligase FadD9
* JOEDHDHP_03095      K06901   96.07  126.9   2.8e-37 adenine/guanine/hypoxanthine permease
* JOEDHDHP_03096      K23359  245.30  402.2    5e-121 biuret amidohydrolase [EC:3.5.1.84]
* JOEDHDHP_03097      K01457  345.70  671.8  4.9e-202 allophanate hydrolase [EC:3.5.1.54]
* JOEDHDHP_03099      K09764   31.33  113.8   2.4e-33 uncharacterized protein
* JOEDHDHP_03103      K04750   57.03  164.0   1.7e-48 PhnB protein
* JOEDHDHP_03104      K08218  206.13  243.4   8.9e-73 MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG
* JOEDHDHP_03108      K03457  167.93  219.0   2.7e-65 nucleobase:cation symporter-1, NCS1 family
* JOEDHDHP_03109      K09684  190.80  258.2   5.9e-77 PucR family transcriptional regulator, purine catabolism regulatory protein
* JOEDHDHP_03110      K03310  265.03  606.5  1.6e-182 alanine or glycine:cation symporter, AGCS family
* JOEDHDHP_03112      K12132  232.80  295.1   1.9e-88 eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
* JOEDHDHP_03116      K01607   17.43  132.5   8.7e-39 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
* JOEDHDHP_03117      K10563  185.13  225.2   3.9e-67 formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]
* JOEDHDHP_03124      K03977  245.73  686.8  5.6e-207 GTPase
* JOEDHDHP_03125      K00945   43.20  297.6   4.4e-89 CMP/dCMP kinase [EC:2.7.4.25]
* JOEDHDHP_03126      K06178  251.97  306.9   4.1e-92 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]
* JOEDHDHP_03127      K06024   36.63  242.9   1.4e-72 segregation and condensation protein B
* JOEDHDHP_03128      K05896   39.10  287.2   4.9e-86 segregation and condensation protein A
* JOEDHDHP_03129      K03496  128.87  361.0  3.9e-108 chromosome partitioning protein
* JOEDHDHP_03130      K04763  303.57  343.3    7e-103 integrase/recombinase XerD
* JOEDHDHP_03131      K01554  214.90  320.1     3e-96 8-oxo-dGDP phosphatase [EC:3.6.1.58]
* JOEDHDHP_03131      K01515  147.13  182.7   4.2e-54 ADP-ribose diphosphatase [EC:3.6.1.13 3.6.1.-]
* JOEDHDHP_03132      K01937   99.67  816.8  6.2e-246 CTP synthase [EC:6.3.4.2]
* JOEDHDHP_03135      K03631  290.67  716.2  1.7e-215 DNA repair protein RecN (Recombination protein N)
* JOEDHDHP_03136      K03631  290.67  308.7   2.4e-92 DNA repair protein RecN (Recombination protein N)
* JOEDHDHP_03136      K00858   37.93  239.0     3e-71 NAD+ kinase [EC:2.7.1.23]
* JOEDHDHP_03137      K06442   71.87  356.3  1.1e-106 23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]
* JOEDHDHP_03139      K06117  299.07  450.2  3.4e-135 glycerol-1-phosphatase [EC:3.1.3.21]
* JOEDHDHP_03141      K00318  182.87  239.4   2.7e-71 proline dehydrogenase [EC:1.5.5.2]
* JOEDHDHP_03142      K00294  500.70  825.4  1.3e-248 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
* JOEDHDHP_03144      K02529  271.43  323.4   8.5e-97 LacI family transcriptional regulator, galactose operon repressor
* JOEDHDHP_03145      K10547  465.00  581.4  7.5e-175 putative multiple sugar transport system permease protein
* JOEDHDHP_03146      K10548  749.30  882.5    2e-266 putative multiple sugar transport system ATP-binding protein [EC:7.5.2.-]
* JOEDHDHP_03146      K10545  338.33  343.0    1e-102 D-xylose transport system ATP-binding protein [EC:7.5.2.10]
* JOEDHDHP_03146      K13464   33.13   61.5   1.7e-17 jasmonate ZIM domain-containing protein
* JOEDHDHP_03147      K10546  368.70  573.6  1.4e-172 putative multiple sugar transport system substrate-binding protein
* JOEDHDHP_03149      K11741  112.40  137.2   1.2e-40 quaternary ammonium compound-resistance protein SugE
* JOEDHDHP_03151      K07089   68.77  283.7   5.9e-85 uncharacterized protein
* JOEDHDHP_03152      K02483  242.83  286.3   9.5e-86 two-component system, OmpR family, response regulator
* JOEDHDHP_03153      K02484  329.20  480.2  3.4e-144 two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
* JOEDHDHP_03154      K07120   63.53  306.6   6.2e-92 uncharacterized protein
* JOEDHDHP_03156      K03300  121.80  668.1  2.4e-201 citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family
* JOEDHDHP_03157      K02476  525.13  672.9    1e-202 two-component system, CitB family, sensor kinase [EC:2.7.13.3]
* JOEDHDHP_03161      K02503   85.30   89.8   5.7e-26 histidine triad (HIT) family protein [EC:3.9.1.-]
* JOEDHDHP_03165      K01945  148.93  616.6  8.5e-186 phosphoribosylamine---glycine ligase [EC:6.3.4.13]
* JOEDHDHP_03168      K01620  105.63  396.1  1.1e-118 threonine aldolase [EC:4.1.2.48]
* JOEDHDHP_03169      K23778  103.77  108.0   1.9e-31 TetR/AcrR family transcriptional regulator, regulator of biofilm formation and stress response
* JOEDHDHP_03172      K01756  308.77  501.7  1.5e-150 adenylosuccinate lyase [EC:4.3.2.2]
* JOEDHDHP_03174      K02503   85.30  119.7   4.1e-35 histidine triad (HIT) family protein [EC:3.9.1.-]
* JOEDHDHP_03175      K25287  209.17  285.3   1.7e-85 iron-desferrioxamine transport system substrate-binding protein
* JOEDHDHP_03176      K04788 1394.30 1585.3         0 mycobactin phenyloxazoline synthetase
* JOEDHDHP_03177      K04787  757.77  784.6  9.3e-237 mycobactin salicyl-AMP ligase [EC:6.3.2.-]
* JOEDHDHP_03180      K25286  275.37  289.5   2.1e-86 iron-siderophore transport system substrate-binding protein
* JOEDHDHP_03182      K04781  406.80  589.7  2.7e-177 salicylate synthetase [EC:5.4.4.2 4.2.99.21]
* JOEDHDHP_03183      K01579   60.50  222.5   1.1e-66 aspartate 1-decarboxylase [EC:4.1.1.11]
* JOEDHDHP_03184      K10531  375.77  558.0  7.4e-168 L-ornithine N5-monooxygenase [EC:1.14.13.195 1.14.13.196]
* JOEDHDHP_03185      K23186  409.00  513.3  2.8e-154 iron-siderophore transport system permease protein
* JOEDHDHP_03186      K23187  359.47  459.9  2.3e-138 iron-siderophore transport system permease protein
* JOEDHDHP_03187      K23188  467.77  507.4  1.9e-152 iron-siderophore transport system ATP-binding protein [EC:7.2.2.17 7.2.2.-]
* JOEDHDHP_03187      K02013  231.17  334.4  3.5e-100 iron complex transport system ATP-binding protein [EC:7.2.2.-]
* JOEDHDHP_03190      K02012  207.33  239.9   2.1e-71 iron(III) transport system substrate-binding protein
* JOEDHDHP_03191      K02011  347.47  368.9  1.4e-110 iron(III) transport system permease protein
* JOEDHDHP_03192      K13464   33.13   46.1     8e-13 jasmonate ZIM domain-containing protein
* JOEDHDHP_03194      K06400  149.40  201.2   9.5e-60 site-specific DNA recombinase
* JOEDHDHP_03205      K06904   54.70  132.7   6.1e-39 Escherichia/Staphylococcus phage prohead protease
* JOEDHDHP_03209      K01923  195.07  454.3  2.3e-136 phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
* JOEDHDHP_03210      K01354  503.87 1084.0         0 oligopeptidase B [EC:3.4.21.83]
* JOEDHDHP_03213      K11103  513.67  657.5  6.7e-198 aerobic C4-dicarboxylate transport protein
* JOEDHDHP_03214      K00432   52.13  231.1   4.6e-69 glutathione peroxidase [EC:1.11.1.9]
* JOEDHDHP_03215      K06986   92.87  280.2   4.8e-84 uncharacterized protein
* JOEDHDHP_03216      K00878   77.80  327.0   4.9e-98 hydroxyethylthiazole kinase [EC:2.7.1.50]
* JOEDHDHP_03219      K23264   46.03  123.8   2.3e-36 phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3]
* JOEDHDHP_03220      K23265  219.57  346.5  4.3e-104 phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]
* JOEDHDHP_03227      K23269  708.77 1214.7         0 phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]
* JOEDHDHP_03229      K07052   31.80   47.5   3.9e-13 CAAX protease family protein
* JOEDHDHP_03231      K00764  181.80  734.9  2.1e-221 amidophosphoribosyltransferase [EC:2.4.2.14]
* JOEDHDHP_03232      K02035  253.17  286.2   1.7e-85 peptide/nickel transport system substrate-binding protein
* JOEDHDHP_03233      K02033  270.00  337.3  3.9e-101 peptide/nickel transport system permease protein
* JOEDHDHP_03234      K02034  255.03  289.7   1.2e-86 peptide/nickel transport system permease protein
* JOEDHDHP_03235      K02031  428.13  787.3  3.3e-237 peptide/nickel transport system ATP-binding protein
* JOEDHDHP_03235      K13464   33.13   78.7   1.1e-22 jasmonate ZIM domain-containing protein
* JOEDHDHP_03236      K01933  153.63  531.6  8.1e-160 phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
* JOEDHDHP_03239      K06980  199.90  345.9  1.1e-103 tRNA-modifying protein YgfZ
* JOEDHDHP_03241      K02619  190.47  219.4   2.5e-65 4-amino-4-deoxychorismate lyase [EC:4.1.3.38]
* JOEDHDHP_03242      K00425  185.67  592.4  3.8e-178 cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
* JOEDHDHP_03243      K00426   40.13  465.1  5.8e-140 cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
* JOEDHDHP_03244      K16013  492.07  694.2  5.7e-209 ATP-binding cassette, subfamily C, bacterial CydD
* JOEDHDHP_03244      K13464   33.13   39.1   1.1e-10 jasmonate ZIM domain-containing protein
* JOEDHDHP_03245      K16012  469.33  488.4  9.3e-147 ATP-binding cassette, subfamily C, bacterial CydC
* JOEDHDHP_03250      K01011  192.20  265.6   2.2e-79 thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
* JOEDHDHP_03255      K15520   88.53  371.4  1.6e-111 mycothiol synthase [EC:2.3.1.189]
* JOEDHDHP_03256      K02040   56.77  197.5   1.2e-58 phosphate transport system substrate-binding protein
* JOEDHDHP_03257      K02037  254.03  307.5   5.2e-92 phosphate transport system permease protein
* JOEDHDHP_03258      K02038  258.20  322.8   1.2e-96 phosphate transport system permease protein
* JOEDHDHP_03259      K02036  265.57  439.6  2.3e-132 phosphate transport system ATP-binding protein [EC:7.3.2.1]
* JOEDHDHP_03259      K13464   33.13   35.0   1.8e-09 jasmonate ZIM domain-containing protein
* JOEDHDHP_03260      K02039  111.80  221.1   7.8e-66 phosphate transport system protein
* JOEDHDHP_03262      K05540  279.13  372.6  7.3e-112 tRNA-dihydrouridine synthase B [EC:1.-.-.-]
* JOEDHDHP_03263      K03921  165.63  324.8     2e-97 acyl-[acyl-carrier protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]
* JOEDHDHP_03274      K06177  225.07  303.5   7.9e-91 tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]
* JOEDHDHP_03276      K04063   54.60  216.1   1.4e-64 lipoyl-dependent peroxiredoxin [EC:1.11.1.28]
* JOEDHDHP_03277      K23775   92.27  205.9   2.4e-61 MarR family transcriptional regulator, organic hydroperoxide resistance regulator
* JOEDHDHP_03279      K01626   56.33  272.8   1.9e-81 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
* JOEDHDHP_03283      K14267  450.27  593.4  1.1e-178 N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17]
* JOEDHDHP_03286      K10843  193.03  706.6  1.1e-212 DNA excision repair protein ERCC-3 [EC:5.6.2.4]
* JOEDHDHP_03289      K21687  177.63  211.9   6.2e-63 resuscitation-promoting factor RpfA
* JOEDHDHP_03292      K03704   79.87   99.4   6.7e-29 cold shock protein
* JOEDHDHP_03295      K22757   87.13  348.2  2.3e-104 glutaminyl-peptide cyclotransferase [EC:2.3.2.5]
* JOEDHDHP_03301      K06901   96.07  494.3    2e-148 adenine/guanine/hypoxanthine permease
* JOEDHDHP_03304      K07693  223.60  325.7   7.6e-98 two-component system, NarL family, response regulator DesR
* JOEDHDHP_03305      K07778  165.83  299.8   1.2e-89 two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]
* JOEDHDHP_03307      K01990  272.97  300.9     6e-90 ABC-2 type transport system ATP-binding protein
* JOEDHDHP_03307      K13464   33.13   41.2   2.5e-11 jasmonate ZIM domain-containing protein
* JOEDHDHP_03316      K00831  131.10  271.4   3.6e-81 phosphoserine aminotransferase [EC:2.6.1.52]
* JOEDHDHP_03318      K00275   32.63  261.4   5.5e-78 pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
* JOEDHDHP_03319      K08225  217.03  260.9   5.5e-78 MFS transporter, ENTS family, enterobactin (siderophore) exporter
* JOEDHDHP_03320      K01785   44.23  167.0   2.2e-49 aldose 1-epimerase [EC:5.1.3.3]
* JOEDHDHP_03321      K00847  172.47  271.7   4.5e-81 fructokinase [EC:2.7.1.4]
* JOEDHDHP_03322      K01647  426.37  498.1    1e-149 citrate synthase [EC:2.3.3.1]
* JOEDHDHP_03327      K01802  104.40  119.4   6.9e-35 peptidylprolyl isomerase [EC:5.2.1.8]
* JOEDHDHP_03329      K07655  322.80  496.7  2.1e-149 two-component system, OmpR family, sensor histidine kinase PrrB [EC:2.7.13.3]
* JOEDHDHP_03330      K07671  332.97  358.9  2.8e-108 two-component system, OmpR family, response regulator PrrA
* JOEDHDHP_03330      K02483  242.83  256.7   9.9e-77 two-component system, OmpR family, response regulator
* JOEDHDHP_03332      K01669  358.80  459.0  8.6e-138 deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]
* JOEDHDHP_03334      K01908  756.50 1018.1         0 propionyl-CoA synthetase [EC:6.2.1.17]
* JOEDHDHP_03337      K16137  112.00  146.9   3.3e-43 TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
* JOEDHDHP_03340      K04104  365.67  695.6  1.9e-209 acyl-CoA carboxylase subunit beta [EC:6.4.1.-]
* JOEDHDHP_03341      K01992   20.23   23.8   5.5e-06 ABC-2 type transport system permease protein
* JOEDHDHP_03342      K01990  272.97  307.4   6.6e-92 ABC-2 type transport system ATP-binding protein
* JOEDHDHP_03342      K13464   33.13   49.2   9.3e-14 jasmonate ZIM domain-containing protein
* JOEDHDHP_03345      K07729   61.33   76.7     6e-22 putative transcriptional regulator
* JOEDHDHP_03349      K06221  358.50  454.7  5.4e-137 2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]
* JOEDHDHP_03350      K01719   43.70  126.3   4.9e-37 uroporphyrinogen-III synthase [EC:4.2.1.75]
* JOEDHDHP_03353      K03320  143.73  445.5  8.7e-134 ammonium transporter, Amt family
* JOEDHDHP_03356      K03088  101.03  114.2   2.6e-33 RNA polymerase sigma-70 factor, ECF subfamily
* JOEDHDHP_03358      K04079   60.60  787.0  6.8e-237 molecular chaperone HtpG
* JOEDHDHP_03359      K13985  173.27  309.6   1.2e-92 N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]
* JOEDHDHP_03360      K12952  571.03 1210.7         0 cation-transporting P-type ATPase E [EC:7.2.2.-]
* JOEDHDHP_03362      K24163  377.30  556.9    2e-167 monovalent cation/hydrogen antiporter
* JOEDHDHP_03364      K02478  319.57  357.3  3.4e-107 two-component system, LytTR family, sensor kinase [EC:2.7.13.3]
* JOEDHDHP_03365      K02477  117.03  238.2   4.5e-71 two-component system, LytTR family, response regulator
* JOEDHDHP_03367      K14393  285.00  436.1  7.1e-131 cation/acetate symporter
* JOEDHDHP_03369      K14393  285.00  710.4  7.7e-214 cation/acetate symporter
* JOEDHDHP_03374      K01552  400.27  447.1  3.3e-134 energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]
* JOEDHDHP_03374      K13464   33.13   34.2   3.3e-09 jasmonate ZIM domain-containing protein
* JOEDHDHP_03377      K07052   31.80   61.2   2.5e-17 CAAX protease family protein
* JOEDHDHP_03381      K02004   52.83  106.5   3.8e-31 putative ABC transport system permease protein
* JOEDHDHP_03382      K02003  289.63  310.8   4.7e-93 putative ABC transport system ATP-binding protein
* JOEDHDHP_03382      K13464   33.13   37.2     4e-10 jasmonate ZIM domain-containing protein
* JOEDHDHP_03384      K03921  165.63  178.2   6.5e-53 acyl-[acyl-carrier protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]
* JOEDHDHP_03387      K00287   61.57  226.9   1.3e-67 dihydrofolate reductase [EC:1.5.1.3]
* JOEDHDHP_03388      K00560  105.87  484.6    9e-146 thymidylate synthase [EC:2.1.1.45]
* JOEDHDHP_03389      K10563  185.13  216.6   1.6e-64 formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]
* JOEDHDHP_03390      K03929  476.37  533.3  3.6e-160 para-nitrobenzyl esterase [EC:3.1.1.-]
* JOEDHDHP_03392      K03299   77.47  305.0   2.9e-91 gluconate:H+ symporter, GntP family
* JOEDHDHP_03393      K18313  498.97  577.1  4.9e-174 succinyl-CoA---D-citramalate CoA-transferase [EC:2.8.3.20]
* JOEDHDHP_03394      K01640  140.17  250.8   1.1e-74 hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
* JOEDHDHP_03397      K24915   45.70  133.7   2.6e-39 TMEM175 potassium channel family protein
* JOEDHDHP_03405      K09456  318.87  904.5  1.1e-272 putative acyl-CoA dehydrogenase
* JOEDHDHP_03407      K01810  179.77  866.1  8.5e-261 glucose-6-phosphate isomerase [EC:5.3.1.9]
* JOEDHDHP_03408      K00135  582.07  765.3  1.9e-230 succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
* JOEDHDHP_03410      K03657  366.50  814.7  3.9e-245 ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]
* JOEDHDHP_03413      K01903  493.33  564.6  4.1e-170 succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
* JOEDHDHP_03414      K01902  356.17  494.6  1.6e-148 succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
* JOEDHDHP_03417      K17228  349.63  381.7  1.2e-114 dimethylsulfone monooxygenase [EC:1.14.14.35]
* JOEDHDHP_03421      K11175  190.70  283.4   7.2e-85 phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
* JOEDHDHP_03422      K00602  138.63  767.5  2.7e-231 phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
* JOEDHDHP_03424      K03405  193.27  326.1   1.4e-97 magnesium chelatase subunit I [EC:6.6.1.1]
* JOEDHDHP_03428      K13936  195.97  306.4   6.3e-92 malonate transporter and related proteins
* JOEDHDHP_03429      K02963   75.87   98.1   1.9e-28 small subunit ribosomal protein S18
* JOEDHDHP_03430      K02954   23.77  120.0   3.1e-35 small subunit ribosomal protein S14
* JOEDHDHP_03431      K02913   24.30   77.3   2.5e-22 large subunit ribosomal protein L33
* JOEDHDHP_03432      K02902   23.67   97.2   4.3e-28 large subunit ribosomal protein L28
* JOEDHDHP_03434      K02909   24.63  113.0   3.1e-33 large subunit ribosomal protein L31
* JOEDHDHP_03435      K02911   20.33   35.6   2.5e-09 large subunit ribosomal protein L32
* JOEDHDHP_03436      K22736   36.40  233.9   1.2e-69 vacuolar iron transporter family protein
* JOEDHDHP_03439      K22390  118.83  152.8   3.6e-45 acid phosphatase type 7
* JOEDHDHP_03440      K03284  163.83  276.6   1.1e-82 magnesium transporter
* JOEDHDHP_03443      K07669  326.30  397.9  4.8e-120 two-component system, OmpR family, response regulator MprA
* JOEDHDHP_03443      K02483  242.83  290.0   7.4e-87 two-component system, OmpR family, response regulator
* JOEDHDHP_03444      K07653  366.50  626.7  1.2e-188 two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]
